"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","Severity","CVSSv2","Build Coordinates","CPE Confidence","Evidence Count"
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",com.fasterxml.jackson_2.3.1.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86/plugins/com.fasterxml.jackson_2.3.1.jar,,,13e0fc14cccbe9bda8a4d9ec74e8a646,d9cb9934a1e962c9156b8eb6cff63fa184ebb1ec,org.eclipse.scava:com.fasterxml.jackson:2.3.1,cpe:/a:fasterxml:jackson:2.3.1,CVE-2016-7051,CWE-918 Server-Side Request Forgery (SSRF),XmlMapper in the Jackson XML dataformat component (aka jackson-dataformat-xml) before 2.7.8 and 2.8.x before 2.8.4 allows remote attackers to conduct server-side request forgery (SSRF) attacks via vectors related to a DTD.,NVD,"Medium",5.0,org.eclipse.scava:com.fasterxml.jackson:2.3.1,LOW,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/repository/plugins/org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,Administrative parent pom for Jetty modules,"http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",000f5d11d8c7f7e776b9d09010f9b77b,24f2e64d9a9397c4578997cc281ee447ed55d73d,"","cpe:/a:jetty:jetty:9.2.6.v20141205, cpe:/a:eclipse:jetty:9.2.6.v20141205",CVE-2017-7656,CWE-284 Improper Access Control,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), HTTP/0.9 is handled poorly. An HTTP/1 style request line (i.e. method space URI space version) that declares a version of HTTP/0.9 was accepted and treated as a 0.9 request. If deployed behind an intermediary that also accepted and passed through the 0.9 version (but did not act on it), then the response sent could be interpreted by the intermediary as HTTP/1 headers. This could be used to poison the cache if the server allowed the origin client to generate arbitrary content in the response.",NVD,"Medium",5.0,"","LOW, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/repository/plugins/org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,Administrative parent pom for Jetty modules,"http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",000f5d11d8c7f7e776b9d09010f9b77b,24f2e64d9a9397c4578997cc281ee447ed55d73d,"","cpe:/a:jetty:jetty:9.2.6.v20141205, cpe:/a:eclipse:jetty:9.2.6.v20141205",CVE-2017-7657,CWE-190 Integer Overflow or Wraparound,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), transfer-encoding chunks are handled poorly. The chunk length parsing was vulnerable to an integer overflow. Thus a large chunk size could be interpreted as a smaller chunk size and content sent as chunk body could be interpreted as a pipelined request. If Jetty was deployed behind an intermediary that imposed some authorization and that intermediary allowed arbitrarily large chunks to be passed on unchanged, then this flaw could be used to bypass the authorization imposed by the intermediary as the fake pipelined request would not be interpreted by the intermediary as a request.",NVD,"High",7.5,"","LOW, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/repository/plugins/org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,Administrative parent pom for Jetty modules,"http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",000f5d11d8c7f7e776b9d09010f9b77b,24f2e64d9a9397c4578997cc281ee447ed55d73d,"","cpe:/a:jetty:jetty:9.2.6.v20141205, cpe:/a:eclipse:jetty:9.2.6.v20141205",CVE-2017-7658,CWE-19 Data Processing Errors,"In Eclipse Jetty Server, versions 9.2.x and older, 9.3.x (all non HTTP/1.x configurations), and 9.4.x (all HTTP/1.x configurations), when presented with two content-lengths headers, Jetty ignored the second. When presented with a content-length and a chunked encoding header, the content-length was ignored (as per RFC 2616). If an intermediary decided on the shorter length, but still passed on the longer body, then body content could be interpreted by Jetty as a pipelined request. If the intermediary was imposing authorization, the fake pipelined request would bypass that authorization.",NVD,"High",7.5,"","LOW, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/repository/plugins/org.eclipse.jetty.spdy.core_9.2.6.v20141205.jar,Administrative parent pom for Jetty modules,"http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",000f5d11d8c7f7e776b9d09010f9b77b,24f2e64d9a9397c4578997cc281ee447ed55d73d,"","cpe:/a:jetty:jetty:9.2.6.v20141205, cpe:/a:eclipse:jetty:9.2.6.v20141205",CVE-2017-9735,CWE-200 Information Exposure,"Jetty through 9.4.x is prone to a timing channel in util/security/Password.java, which makes it easier for remote attackers to obtain access by observing elapsed times before rejection of incorrect passwords.",NVD,"Medium",5.0,"","LOW, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.team.ui_3.7.200.v20150203-1452.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/macosx/cocoa/x86_64/Eclipse.app/Contents/Eclipse/plugins/org.eclipse.team.ui_3.7.200.v20150203-1452.jar,,,e694c09b439a95017294babf44e79f5a,e95a650f2ff0a22d32d3ed9edfcf7fc9795858b9,"",cpe:/a:eclipse:eclipse_ide:3.7.200.v20150203,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,"",LOW,18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.threadsrequestsreplies/target/org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies-1.0.0-SNAPSHOT.jar,,,6d6502376be3b9c8f5cc3aaa1e3467c4,df5e51d7e4ef45cd9af6264d61e053b5eb78976b,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.threadsrequestsreplies/target/org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies-1.0.0-SNAPSHOT.jar,,,6d6502376be3b9c8f5cc3aaa1e3467c4,df5e51d7e4ef45cd9af6264d61e053b5eb78976b,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.threadsrequestsreplies:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.jsoup_1.7.2.v201411291515.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.jsoup_1.7.2.v201411291515.jar,jsoup HTML parser,The MIT License: http://jsoup.com/license,373f88445edd9899672f2ef00872782a,22c611c09b75bb5f2d1ebff6a2bf861615f69eec,org.jsoup:jsoup:1.7.2,cpe:/a:jsoup:jsoup:1.7.2.v20141129,CVE-2015-6748,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in jsoup before 1.8.3.,NVD,"Medium",4.3,org.jsoup:jsoup:1.7.2,LOW,25
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.equinox.app_1.3.300.v20150423-1356.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.eclipse.equinox.app_1.3.300.v20150423-1356.jar,A component of the BIRT runtime,Eclipse Public License - v 1.0: http://www.eclipse.org/org/documents/epl-v10.html,cd60f1ec500d6161b7b79ddd2843eb08,1ca816797c215d948c452f678949796a0f4df917,"org.eclipse.birt.runtime:org.eclipse.equinox.app:1.3.300.v20150423-1356, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.3, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.2, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.1",cpe:/a:app_project:app:1.3.300.v20150423,CVE-2018-13661,CWE-190 Integer Overflow or Wraparound,"The mintToken function of a smart contract implementation for APP, an Ethereum token, has an integer overflow that allows the owner of the contract to set the balance of an arbitrary user to any value.",NVD,"Medium",5.0,"org.eclipse.birt.runtime:org.eclipse.equinox.app:1.3.300.v20150423-1356, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.3, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.2, com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.app:0.1",LOW,52
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.apache.httpcomponents.httpclient_4.3.4.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/linux/gtk/x86/plugins/org.apache.httpcomponents.httpclient_4.3.4.jar,,,07e54ed98c1133939653a193c0170a59,72efd4ca1e87b79d45066be5db3d4e74590e9672,org.eclipse.scava:org.apache.httpcomponents.httpclient:4.3.4,cpe:/a:apache:httpclient:4.3.4,CVE-2014-3577,,"org.apache.http.conn.ssl.AbstractVerifier in Apache HttpComponents HttpClient before 4.3.5 and HttpAsyncClient before 4.0.2 does not properly verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via a ""CN="" string in a field in the distinguished name (DN) of a certificate, as demonstrated by the ""foo,CN=www.apache.org"" string in the O field.",NVD,"Medium",5.8,org.eclipse.scava:org.apache.httpcomponents.httpclient:4.3.4,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.apache.httpcomponents.httpclient_4.3.4.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/linux/gtk/x86/plugins/org.apache.httpcomponents.httpclient_4.3.4.jar,,,07e54ed98c1133939653a193c0170a59,72efd4ca1e87b79d45066be5db3d4e74590e9672,org.eclipse.scava:org.apache.httpcomponents.httpclient:4.3.4,cpe:/a:apache:httpclient:4.3.4,CVE-2015-5262,CWE-399 Resource Management Errors,"http/conn/ssl/SSLConnectionSocketFactory.java in Apache HttpComponents HttpClient before 4.3.6 ignores the http.socket.timeout configuration setting during an SSL handshake, which allows remote attackers to cause a denial of service (HTTPS call hang) via unspecified vectors.",NVD,"Medium",4.3,org.eclipse.scava:org.apache.httpcomponents.httpclient:4.3.4,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.dailycommits-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.dailycommits/target/org.eclipse.scava.metricprovider.trans.dailycommits-1.0.0-SNAPSHOT.jar,,,0c4fba87421f66db86d103d3c7413f0e,709d21bb1978950bc6b1d339ccdfc636359773db,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.dailycommits:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.dailycommits:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.dailycommits-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.dailycommits/target/org.eclipse.scava.metricprovider.trans.dailycommits-1.0.0-SNAPSHOT.jar,,,0c4fba87421f66db86d103d3c7413f0e,709d21bb1978950bc6b1d339ccdfc636359773db,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.dailycommits:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.dailycommits:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.bugs.severitysentiment-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.bugs.severitysentiment/target/org.eclipse.scava.metricprovider.historic.bugs.severitysentiment-1.0.0-SNAPSHOT.jar,,,09f142b0243912d2fb27ceec3acf260e,8320ce2f8d3d7fc00841dcf467a3f279b286f385,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severitysentiment:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severitysentiment:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.bugs.severitysentiment-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.bugs.severitysentiment/target/org.eclipse.scava.metricprovider.historic.bugs.severitysentiment-1.0.0-SNAPSHOT.jar,,,09f142b0243912d2fb27ceec3acf260e,8320ce2f8d3d7fc00841dcf467a3f279b286f385,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severitysentiment:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severitysentiment:1.0.0-SNAPSHOT,HIGHEST,17
